block_number,sender,to,amount0,amount1,timestamps
23228053,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,2227512,91660254990842958313920461,1641054231
23292532,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,103969,197492463019742151445821,1641196479
25116563,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,99044,374727494608563719201,1645278495
25123245,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,35517,23259806097711853040,1645293215
25127475,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,1014150,150843373673539201973,1645302640
25129544,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,172899,1653329511433674521051,1645306913
25132268,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,772921,14717718704573059469471,1645312695
25132513,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,10423,109207822170375658461,1645313201
25134689,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,210290,3558342959205303748526,1645317697
25135719,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,78675,1331261987044174978186,1645320077
25145465,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,731792,5080031124718713532102,1645341667
25147860,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,56818,394420683510211730314,1645347047
25387264,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,235958,5026617606177816281220,1645968508
25414844,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x47e773a5A7aDf8078F04faCb99966Fab65Baad1b,2716,34642595166239357486,1646037160
